2;0;3440.00;9.75;1969.00;0.00;0.32
3;0;3378.00;9.70;2072.00;0.00;0.28
4;0;3179.00;9.50;2122.00;0.00;0.88
5;0;2898.00;9.50;1895.00;0.00;0.76
6;0;3590.00;9.95;2024.00;0.00;0.28
7;0;3286.00;9.60;2097.00;0.00;0.28
8;0;3322.00;9.70;1947.00;0.00;0.24
9;0;1966.00;9.50;349.00;0.00;1.40
10;0;3009.00;10.05;2035.00;0.00;0.32
11;0;3086.00;9.60;2135.00;0.00;0.36
12;0;3514.00;9.90;1946.00;0.00;0.24
13;0;1341.00;9.50;404.00;0.00;1.40
14;0;2973.00;9.60;1988.00;0.00;0.24
15;0;3299.00;9.80;2178.00;0.00;0.36
16;0;5290.00;9.50;1819.00;0.00;1.24
17;0;3084.00;9.70;1840.00;0.00;0.20
18;0;3380.00;9.60;2062.00;0.00;0.20
19;0;3892.00;9.50;967.00;0.00;1.16
20;0;3137.00;9.50;1490.00;0.00;0.68
21;0;2959.00;9.50;2082.00;0.00;0.44
22;0;3177.00;9.50;2265.00;0.00;0.32
23;0;3510.00;9.95;1980.00;0.00;0.24
24;0;5239.00;9.50;819.00;0.00;1.20
25;0;5365.00;9.50;1559.00;0.00;1.56
26;0;3396.00;9.50;2060.00;0.00;0.36
27;0;2965.00;10.87;2021.00;0.00;0.32
28;0;4797.00;9.50;803.00;0.00;1.00
29;0;4191.00;9.50;953.00;0.00;0.76
30;0;3227.00;9.72;2142.00;0.00;0.12
31;0;3626.00;10.00;1982.00;0.00;0.28
32;0;3166.00;9.60;2031.00;0.00;0.32
33;0;4478.00;9.50;609.00;0.00;1.00
34;0;3956.00;9.50;1094.00;0.00;1.04
35;0;3070.00;9.60;1997.00;0.00;0.24
36;0;3320.00;9.60;2124.00;0.00;0.40
37;0;3265.00;9.50;2048.00;0.00;0.24
38;0;3055.00;9.50;2187.00;0.00;0.32
39;0;3373.00;9.90;1972.00;0.00;0.20
40;0;3330.00;9.60;2051.00;0.00;0.28
41;0;2238.00;9.50;239.00;0.00;0.92
42;0;2446.00;9.50;562.00;0.00;1.28
43;0;2418.00;9.50;1275.00;0.00;0.76
44;0;3117.00;9.60;2249.00;0.00;0.36
45;0;3590.00;9.90;1985.00;0.00;0.20
46;0;3052.00;9.60;2079.00;0.00;0.28
47;0;2349.00;9.50;1799.00;0.00;1.08
48;0;1437.00;9.50;2068.00;0.00;2.84
49;0;3068.00;10.00;2028.00;0.00;0.32
50;0;1103.00;9.50;95.00;0.00;2.24
51;0;25.00;9.50;719.00;0.00;1.08
52;0;3266.00;9.50;2034.00;0.00;0.24
53;0;2906.00;9.60;1975.00;0.00;0.24
54;0;9.00;9.50;1539.00;0.00;0.48
55;0;298.00;9.50;1789.00;0.00;1.00
56;0;404.00;9.50;976.00;0.00;1.04
57;0;3339.00;9.60;2002.00;0.00;0.28
58;0;3080.00;9.70;2169.00;0.00;0.32
59;0;1400.00;9.50;727.00;0.00;1.00
60;0;3375.00;9.75;2017.00;0.00;0.32
61;0;3172.00;10.50;2196.00;0.00;0.44
62;0;3452.00;9.70;1967.00;0.00;0.24
63;0;3184.00;9.60;2072.00;0.00;0.56
64;0;3277.00;9.60;2255.00;0.00;0.20
65;0;2909.00;9.60;2001.00;0.00;0.44
66;0;3185.00;9.60;2094.00;0.00;0.24
67;0;3215.00;9.60;2026.00;0.00;0.28
68;0;2888.00;9.60;1839.00;0.00;0.16
69;0;3005.00;9.60;1981.00;0.00;0.24
70;0;3326.00;9.60;2001.00;0.00;0.28
71;0;3311.00;9.60;1973.00;0.00;0.28
72;0;3443.00;9.87;2027.00;0.00;0.36
73;0;3524.00;9.80;1967.00;0.00;0.20
74;0;3285.00;9.77;2196.00;0.00;0.52
75;0;3443.00;9.80;2012.00;0.00;0.32
76;0;3197.00;9.65;2241.00;0.00;0.32
77;0;3021.00;10.22;2023.00;0.00;0.28
78;0;3551.00;9.60;1464.00;0.00;0.52
79;0;3297.00;9.60;1992.00;0.00;0.20
80;0;3295.00;9.60;2087.00;0.00;0.32
81;0;3396.00;9.70;1992.00;0.00;0.32
82;0;3236.00;9.70;2118.00;0.00;0.24
83;0;3187.00;9.50;1976.00;0.00;0.24
84;0;3488.00;9.82;2006.00;0.00;0.24
85;0;3382.00;9.80;1955.00;0.00;0.24
86;0;3335.00;9.50;2141.00;0.00;0.36
87;0;3536.00;9.82;2077.00;0.00;0.96
88;0;3635.00;10.00;2002.00;0.00;0.36
89;0;3397.00;9.70;2041.00;0.00;0.20
90;0;3343.00;9.70;2033.00;0.00;0.16
91;0;3095.00;9.60;2223.00;0.00;0.72
92;0;3358.00;9.50;2059.00;0.00;0.32
93;0;3377.00;9.80;1980.00;0.00;0.20
94;0;3354.00;9.60;2111.00;0.00;0.36
95;0;3277.00;9.65;1960.00;0.00;0.28
96;0;4014.00;9.60;2267.00;0.00;1.56
97;0;3461.00;9.60;1956.00;0.00;0.32
98;0;3424.00;9.90;2160.00;0.00;0.52
99;0;3595.00;9.82;2042.00;0.00;0.56
100;0;2941.00;11.10;1990.00;0.00;0.24
101;0;3122.00;9.60;2189.00;0.00;0.36
102;0;2935.00;9.70;2056.00;0.00;0.24
103;0;3244.00;9.50;2224.00;0.00;0.48
104;0;3258.00;9.60;1992.00;0.00;0.24
105;0;3659.00;9.60;2186.00;0.00;0.72
106;0;3463.00;9.90;1985.00;0.00;0.24
107;0;2993.00;9.60;2105.00;0.00;0.20
108;0;3578.00;9.87;2038.00;0.00;0.48
109;0;3102.00;10.00;2127.00;0.00;0.40
110;0;3334.00;9.82;1955.00;0.00;0.36
111;0;2995.00;10.02;2052.00;0.00;0.32
112;0;3538.00;9.80;1955.00;0.00;0.24
113;0;3035.00;10.40;2058.00;0.00;0.32
114;0;3046.00;10.07;2008.00;0.00;0.20
115;0;3003.00;9.85;2090.00;0.00;0.32
116;0;3353.00;9.80;2217.00;0.00;0.52
117;0;3304.00;9.60;1977.00;0.00;0.40
118;0;3110.00;10.20;2098.00;0.00;0.36
119;0;3533.00;10.00;1992.00;0.00;0.28
120;0;3225.00;9.60;2117.00;0.00;0.36
121;0;3431.00;9.77;1947.00;0.00;0.28
122;0;2902.00;9.60;2014.00;0.00;0.44
123;0;3665.00;9.90;2002.00;0.00;0.32
124;0;3207.00;9.85;2157.00;0.00;0.40
125;0;3071.00;9.90;2048.00;0.00;0.32
126;0;3256.00;9.60;1982.00;0.00;0.20
127;0;3379.00;9.60;2051.00;0.00;0.24
128;0;3182.00;10.40;2229.00;0.00;0.36
129;0;3404.00;9.60;1975.00;0.00;0.24
130;0;3089.00;9.62;2068.00;0.00;0.28
131;0;2746.00;9.60;1966.00;0.00;0.28
132;0;3222.00;9.70;2092.00;0.00;0.40
133;0;3000.00;10.22;2034.00;0.00;0.40
134;0;3328.00;9.70;2112.00;0.00;0.36
135;0;3505.00;9.70;1952.00;0.00;0.28
136;0;3247.00;9.60;2054.00;0.00;0.32
137;0;2915.00;9.70;1981.00;0.00;0.36
138;0;3390.00;9.60;2051.00;0.00;0.32
139;0;3276.00;9.60;2039.00;0.00;0.24
140;0;3419.00;9.70;2078.00;0.00;0.48
141;0;3236.00;9.50;2065.00;0.00;0.28
142;0;3306.00;9.60;2218.00;0.00;0.44
143;0;3473.00;9.92;1972.00;0.00;0.24
144;0;2969.00;10.00;2012.00;0.00;0.24
145;0;3085.00;9.95;2111.00;0.00;0.36
146;0;3616.00;9.90;1979.00;0.00;0.32
147;0;3005.00;9.60;1990.00;0.00;0.28
148;0;3115.00;10.20;2149.00;0.00;0.36
149;0;3295.00;9.60;2006.00;0.00;0.28
150;0;3388.00;9.85;1968.00;0.00;0.36
151;0;3157.00;10.27;2187.00;0.00;0.40
152;0;3345.00;9.75;2010.00;0.00;0.20
153;0;1737.00;9.60;1149.00;0.00;0.20
154;0;3602.00;10.00;2095.00;0.00;0.72
155;0;3339.00;9.60;2074.00;0.00;0.40
156;0;3053.00;9.72;2018.00;0.00;0.28
157;0;3318.00;9.60;2078.00;0.00;0.36
158;0;3216.00;9.60;2122.00;0.00;0.28
159;0;2755.00;9.67;1923.00;0.00;0.24
160;0;3390.00;9.75;1999.00;0.00;0.32
161;0;3094.00;9.50;1983.00;0.00;0.24
162;0;3221.00;9.72;2148.00;0.00;0.32
163;0;3408.00;9.50;2011.00;0.00;0.28
164;0;3449.00;9.60;1961.00;0.00;0.20
165;0;3236.00;9.50;2037.00;0.00;0.28
166;0;3384.00;9.60;2024.00;0.00;0.28
167;0;3216.00;10.07;2208.00;0.00;0.40
168;0;3023.00;9.60;2092.00;0.00;0.36
169;0;3156.00;9.60;2029.00;0.00;0.28
170;0;3340.00;9.80;2112.00;0.00;0.40
171;0;2993.00;9.60;1973.00;0.00;0.20
172;0;3353.00;9.95;1994.00;0.00;0.24
173;0;3045.00;10.00;2155.00;0.00;0.28
174;0;3467.00;9.87;1994.00;0.00;0.24
175;0;3526.00;9.80;1961.00;0.00;0.16
176;0;3320.00;9.50;2141.00;0.00;0.40
177;0;1861.00;9.50;1186.00;0.00;0.16
178;0;3319.00;9.50;2187.00;0.00;0.36
179;0;3006.00;10.02;2008.00;0.00;0.28
180;0;3500.00;9.70;2103.00;0.00;0.80
181;0;3273.00;9.70;1986.00;0.00;0.24
182;0;3109.00;9.62;2083.00;0.00;0.32
183;0;3470.00;10.00;2046.00;0.00;0.44
184;0;3058.00;9.60;2113.00;0.00;0.32
185;0;3167.00;9.60;1967.00;0.00;0.40
186;0;3559.00;10.00;2029.00;0.00;0.36
187;0;3349.00;9.95;1957.00;0.00;0.32
188;0;2909.00;9.50;2053.00;0.00;0.24
189;0;3658.00;10.07;1990.00;0.00;0.32
190;0;3088.00;9.62;2178.00;0.00;0.24
191;0;3250.00;12.02;786.00;0.00;1.08
192;0;3090.00;9.60;2203.00;0.00;0.24
193;0;3259.00;9.60;2080.00;0.00;0.24
194;0;3350.00;10.00;1978.00;0.00;0.28
195;0;3196.00;9.60;2102.00;0.00;0.36
196;0;3511.00;9.90;1987.00;0.00;0.20
197;0;3276.00;10.15;2166.00;0.00;0.24
198;0;3791.00;9.90;2229.00;0.00;1.20
199;0;2902.00;9.50;2029.00;0.00;0.28
200;0;2779.00;9.60;1946.00;0.00;0.24
201;0;3179.00;10.00;2166.00;0.00;0.40
202;0;3013.00;10.00;2048.00;0.00;0.28
203;0;3196.00;10.30;2206.00;0.00;0.52
204;0;3224.00;9.60;2016.00;0.00;0.24
205;0;3082.00;9.80;2066.00;0.00;0.28
206;0;3668.00;9.70;1930.00;0.00;0.36
207;0;3287.00;9.82;1927.00;0.00;0.28
208;0;3535.00;10.15;1847.00;0.00;0.20
209;0;3376.00;9.50;2132.00;0.00;1.68
210;0;2565.00;9.50;1381.00;0.00;1.44
211;0;3075.00;9.60;1931.00;0.00;0.24
212;0;3407.00;10.02;1860.00;0.00;0.24
213;0;2046.00;9.50;463.00;0.00;1.08
214;0;3445.00;9.80;1905.00;0.00;0.20
215;0;3256.00;9.80;1838.00;0.00;0.32
216;0;3259.00;9.90;1867.00;0.00;0.24
217;0;1872.00;9.50;2068.00;0.00;1.40
218;0;1478.00;9.50;458.00;0.00;1.64
219;0;2771.00;9.60;1892.00;0.00;0.20
220;0;5183.00;9.50;1770.00;0.00;1.04
221;0;2828.00;9.60;1835.00;0.00;0.20
222;0;3244.00;9.60;1931.00;0.00;0.24
